program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-09239,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-11-17,9426700407,12537,76.72,81.42,3.89,4243,0.863,91.04,751910.38,82.18,82.18,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.93343158929011,Medium Scale,Moderate,Tier 4,176,Early Stage
PRG-09240,Healthcare Outreach,Dinas Kesehatan,Junrejo,2025-05-26,1019978813,48933,64.88,90.25,3.85,94298,0.15,78.82,20844.4,73.79,73.79,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.7617728531856,Large Scale,Moderate,Tier 1,351,Growing
PRG-09241,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-11-23,9963087485,44254,60.22,94.27,4.14,188969,0.329,76.49,225134.17,74.87,74.87,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,79.42081255966905,Large Scale,High,Tier 4,535,Established
PRG-09242,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-03-28,5501877883,30107,78.25,79.95,4.24,103032,-0.022,83.12,182744.14,78.18,78.18,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.7861163227017,Large Scale,High,Tier 3,410,Established
PRG-09243,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2024-04-02,7170375638,48783,80.96,97.58,3.86,80211,0.265,100.0,146985.13,84.55,84.55,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,86.64685386349662,Large Scale,Moderate,Tier 3,770,Mature
PRG-09244,Smart City Initiative,DISKOMINFO,Bumiaji,2025-11-18,6945948211,47508,75.9,69.45,4.46,184246,0.183,64.59,146205.86,74.32,74.32,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,107.01223902087833,Large Scale,High,Tier 3,175,Early Stage
PRG-09245,Smart City Initiative,DISKOMINFO,Junrejo,2024-12-03,7852296923,13384,93.62,93.34,4.4,108956,0.399,67.58,586692.84,84.57,84.57,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.60424255410327,Medium Scale,High,Tier 4,525,Established
PRG-09246,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-07-17,3963521320,5173,82.74,100.0,4.41,134666,0.527,72.34,766193.95,83.97,83.97,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.97,Medium Scale,High,Tier 2,299,Growing
PRG-09247,Healthcare Outreach,Dinas Kesehatan,Batu,2025-02-05,7486433890,22318,81.06,94.5,3.47,33491,0.182,74.94,335443.76,76.74,76.74,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.2063492063492,Large Scale,Moderate,Tier 3,461,Established
PRG-09248,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-06-18,2093252179,14626,86.6,80.64,4.14,144759,0.319,69.38,143118.57,79.27,79.27,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.30109126984127,Medium Scale,High,Tier 1,328,Growing
PRG-09249,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-12-15,4682205255,40397,88.05,82.54,3.6,71647,0.279,76.7,115904.78,78.53,78.53,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,95.14174945480978,Large Scale,Moderate,Tier 2,148,Early Stage
PRG-09250,Healthcare Outreach,Dinas Kesehatan,Batu,2024-07-13,4159550214,44138,81.26,91.64,3.92,96456,-0.039,68.9,94239.66,76.31,76.31,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.271497162811,Large Scale,Moderate,Tier 2,668,Established
PRG-09251,Education Assistance,Dinas Pendidikan,Bumiaji,2025-03-01,2426010665,14964,95.41,90.27,3.81,13276,0.776,75.7,162123.14,85.21,85.21,High Impact,Expanded,Low,Scale up program implementation.,94.3945939957904,Medium Scale,Moderate,Tier 1,437,Established
PRG-09252,Digital UMKM Empowerment,Dinas Koperasi,Batu,2025-07-01,5253486110,19020,95.57,65.41,4.09,116934,0.335,91.13,276208.52,83.81,83.81,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,128.13025531264333,Medium Scale,High,Tier 3,315,Growing
PRG-09253,Education Assistance,Dinas Pendidikan,Bumiaji,2024-09-05,7169185102,38581,70.25,67.57,4.08,150163,0.284,83.9,185821.65,74.79,74.79,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,110.68521533224805,Large Scale,High,Tier 3,614,Established
PRG-09254,Smart City Initiative,DISKOMINFO,Batu,2025-05-10,1932797227,1797,69.73,85.9,4.74,132868,0.654,72.52,1075568.85,80.26,80.26,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.43422584400466,Small Scale,High,Tier 1,367,Established
PRG-09255,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-07-24,3811020723,12343,92.38,90.88,4.09,103516,0.556,62.95,308759.68,82.17,82.17,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.41593309859155,Medium Scale,High,Tier 2,292,Growing
PRG-09256,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-08-10,5527899528,30115,87.51,71.68,4.18,67384,0.71,82.82,183559.67,83.04,83.04,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,115.84821428571428,Large Scale,High,Tier 3,275,Growing
PRG-09257,Digital UMKM Empowerment,Dinas Koperasi,Batu,2025-04-29,5239174092,28740,82.59,90.81,3.03,49575,0.684,86.88,182295.55,79.36,79.36,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.3912564695518,Large Scale,Moderate,Tier 3,378,Established
PRG-09258,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-03-12,3457041466,13990,83.64,100.0,4.17,41615,0.25,87.11,247108.04,84.62,84.62,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.62,Medium Scale,High,Tier 2,426,Established
PRG-09259,Agricultural Innovation,Dinas Pertanian,Batu,2025-06-25,1426642748,33727,86.26,91.8,4.52,102547,0.565,88.48,42299.72,87.76,87.76,High Impact,Completed,Low,Scale up program implementation.,95.59912854030502,Large Scale,High,Tier 1,321,Growing
PRG-09260,Education Assistance,Dinas Pendidikan,Bumiaji,2024-09-24,2655471596,43965,84.48,84.54,3.72,9294,0.204,72.11,60399.67,77.08,77.08,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.17577478116867,Large Scale,Moderate,Tier 1,595,Established
PRG-09261,Education Assistance,Dinas Pendidikan,Bumiaji,2024-05-06,6613391063,22917,83.22,100.0,3.55,136835,0.009,79.74,288580.14,78.7,78.7,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,78.7,Large Scale,Moderate,Tier 3,736,Mature
PRG-09262,Public WiFi Expansion,DISKOMINFO,Batu,2025-07-02,6490043955,39980,72.8,96.51,3.76,84325,0.146,100.0,162332.27,80.82,80.82,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,83.7426173453528,Large Scale,Moderate,Tier 3,314,Growing
PRG-09263,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-02-27,6509048172,33643,81.35,85.59,3.87,148996,0.775,88.06,193474.07,83.1,83.1,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.09078163336838,Large Scale,Moderate,Tier 3,439,Established
PRG-09264,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-12-24,7217852143,49499,77.55,82.58,4.02,90861,0.269,81.66,145818.14,78.44,78.44,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.98667958343424,Large Scale,High,Tier 3,504,Established
PRG-09265,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-11-30,1748163310,18162,74.02,94.76,4.92,54607,0.189,99.1,96253.9,86.78,86.78,High Impact,In Progress,Low,Scale up program implementation.,91.57872520050654,Medium Scale,High,Tier 1,528,Established
PRG-09266,Smart City Initiative,DISKOMINFO,Junrejo,2025-10-16,6692992983,45130,74.29,79.77,4.54,163411,-0.058,70.6,148304.74,75.8,75.8,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.02319167606869,Large Scale,High,Tier 3,208,Growing
PRG-09267,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-01-13,1761277691,21193,61.36,87.76,3.77,155776,0.283,79.53,83106.58,72.76,72.76,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.90793072014586,Large Scale,Moderate,Tier 1,850,Mature
PRG-09268,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-12-05,2854168451,4032,98.73,71.75,3.79,191837,-0.226,73.22,707879.08,77.85,77.85,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,108.50174216027874,Small Scale,Moderate,Tier 2,158,Early Stage
PRG-09269,Smart City Initiative,DISKOMINFO,Bumiaji,2025-07-07,8711741654,27114,70.9,77.18,3.69,1536,0.377,79.96,321300.5,74.18,74.18,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,96.11298263798912,Large Scale,Moderate,Tier 4,309,Growing
PRG-09270,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-04-03,1149608020,44134,82.93,84.15,4.42,36029,0.091,55.33,26048.13,76.12,76.12,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.45751633986929,Large Scale,High,Tier 1,404,Established
PRG-09271,Healthcare Outreach,Dinas Kesehatan,Junrejo,2025-05-30,1139859220,36916,95.61,89.14,3.58,186872,-0.133,57.65,30877.11,75.81,75.81,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,85.04599506394436,Large Scale,Moderate,Tier 1,347,Growing
PRG-09272,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-06-05,990233659,29489,69.17,97.97,3.84,181831,0.134,78.16,33579.76,75.93,75.93,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,77.50331734204349,Large Scale,Moderate,Tier 1,706,Established
PRG-09273,Digital Literacy Program,DISKOMINFO,Batu,2025-01-13,8070848162,28112,90.55,91.34,4.19,55956,0.188,64.29,287096.19,80.62,80.62,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.2636303919422,Large Scale,High,Tier 4,484,Established
PRG-09274,Agricultural Innovation,Dinas Pertanian,Batu,2024-04-29,6539012908,24581,61.42,91.18,3.06,55249,0.349,48.22,266018.99,63.81,63.81,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,69.98245229216933,Large Scale,Moderate,Tier 3,743,Mature
PRG-09275,Smart City Initiative,DISKOMINFO,Bumiaji,2025-11-18,5305564025,36842,91.48,96.04,4.5,165887,0.78,62.02,144008.58,85.64,85.64,High Impact,Completed,Low,Scale up program implementation.,89.17117867555186,Large Scale,High,Tier 3,175,Early Stage
PRG-09276,Digital UMKM Empowerment,Dinas Koperasi,Batu,2024-12-17,7523182076,10434,79.85,100.0,3.82,123505,0.874,84.94,721025.69,84.43,84.43,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.43,Medium Scale,Moderate,Tier 3,511,Established
PRG-09277,Education Assistance,Dinas Pendidikan,Junrejo,2024-04-01,1722058828,3858,60.93,86.79,3.65,140221,0.158,100.0,446360.5,75.32,75.32,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,86.78419172715749,Small Scale,Moderate,Tier 1,771,Mature
PRG-09278,Digital Literacy Program,DISKOMINFO,Junrejo,2025-11-10,7605614604,38398,86.96,97.41,3.32,113783,0.575,63.02,198073.2,77.77,77.77,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,79.83779899394312,Large Scale,Moderate,Tier 4,183,Growing
PRG-09279,Smart City Initiative,DISKOMINFO,Batu,2024-02-12,6134521758,17446,74.23,90.72,3.62,28265,0.299,80.72,351629.13,76.64,76.64,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.47971781305115,Medium Scale,Moderate,Tier 3,820,Mature
PRG-09280,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-02-04,1091756286,24249,95.62,88.34,4.24,181791,0.36,61.38,45022.73,82.23,82.23,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,93.08354086484039,Large Scale,High,Tier 1,828,Mature
PRG-09281,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-02-19,3428184300,22816,74.52,68.9,4.12,136914,0.232,100.0,150253.52,79.45,79.45,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,115.3120464441219,Large Scale,High,Tier 2,447,Established
PRG-09282,Education Assistance,Dinas Pendidikan,Junrejo,2025-09-13,8186414998,37700,74.57,74.0,3.65,62056,0.329,91.56,217146.29,76.69,76.69,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,103.63513513513513,Large Scale,Moderate,Tier 4,241,Growing
PRG-09283,Agricultural Innovation,Dinas Pertanian,Batu,2024-12-06,4560606580,49236,100.0,74.89,5.0,199844,0.616,100.0,92627.48,94.32,94.32,High Impact,Expanded,Low,Scale up program implementation.,125.94471892108425,Large Scale,High,Tier 2,522,Established
PRG-09284,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-02-07,9996884575,41030,78.64,77.6,3.97,98252,0.435,69.84,243648.17,76.24,76.24,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.24742268041237,Large Scale,Moderate,Tier 4,459,Established
PRG-09285,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-10-26,2592673613,13516,87.48,95.84,4.23,25698,0.443,82.16,191822.55,85.4,85.4,High Impact,Completed,Low,Scale up program implementation.,89.10684474123539,Medium Scale,High,Tier 1,563,Established
PRG-09286,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-01-06,3694597986,44551,76.29,90.49,3.58,5973,0.612,89.09,82929.63,80.25,80.25,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.683832467676,Large Scale,Moderate,Tier 2,491,Established
PRG-09287,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-06-20,3633391767,13077,85.81,96.82,3.56,140706,0.92,81.95,277845.97,84.04,84.04,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,86.80024788266888,Medium Scale,Moderate,Tier 2,326,Growing
PRG-09288,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-03-07,8114084428,40168,77.05,76.22,4.42,184696,0.717,90.58,202003.7,83.32,83.32,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,109.31514038310154,Large Scale,High,Tier 4,796,Mature
PRG-09289,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-10-05,6542896906,13128,83.98,82.88,3.92,121487,0.423,77.43,498392.51,79.84,79.84,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.33204633204633,Medium Scale,Moderate,Tier 3,584,Established
PRG-09290,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-09-14,9264424485,46416,64.08,99.89,3.64,41221,0.511,97.42,199595.49,79.45,79.45,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,79.5374912403644,Large Scale,Moderate,Tier 4,240,Growing
PRG-09291,Smart City Initiative,DISKOMINFO,Junrejo,2024-12-31,9999260135,29245,60.53,94.12,3.75,28357,0.318,58.58,341913.49,69.31,69.31,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,73.64003399915002,Large Scale,Moderate,Tier 4,497,Established
PRG-09292,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-10-06,7958824572,42986,67.28,81.4,4.2,69134,0.626,59.24,185149.22,73.38,73.38,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,90.14742014742014,Large Scale,High,Tier 4,583,Established
PRG-09293,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-06-18,8412054927,29710,77.85,100.0,3.9,138917,0.319,100.0,283138.84,84.47,84.47,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.47,Large Scale,Moderate,Tier 4,693,Established
PRG-09294,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-01-11,2116967901,14260,77.58,92.85,3.81,23642,0.335,61.87,148454.97,75.32,75.32,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.12008616047387,Medium Scale,Moderate,Tier 1,852,Mature
PRG-09295,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-08-01,8854660479,49015,94.76,73.87,3.13,172538,0.296,55.8,180652.06,72.8,72.8,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.55150940842019,Large Scale,Moderate,Tier 4,284,Growing
PRG-09296,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-05-24,4041779641,4436,94.71,88.65,3.86,4618,0.35,76.68,911131.57,83.09,83.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.72814438804286,Small Scale,Moderate,Tier 2,353,Growing
PRG-09297,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-04-28,8606922164,42288,45.65,92.25,2.89,117600,0.328,84.89,203531.08,65.59,65.59,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,71.10027100271003,Large Scale,Low,Tier 4,744,Mature
PRG-09298,Education Assistance,Dinas Pendidikan,Bumiaji,2025-07-28,940866732,1586,58.33,91.27,3.84,15789,0.632,87.44,593232.49,76.03,76.03,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,83.30228990906103,Small Scale,Moderate,Tier 1,288,Growing
PRG-09299,Smart City Initiative,DISKOMINFO,Batu,2025-10-03,7138188121,29099,92.34,100.0,4.04,150675,0.158,100.0,245306.99,88.7,88.7,High Impact,Completed,Low,Scale up program implementation.,88.7,Large Scale,High,Tier 3,221,Growing
PRG-09300,Education Assistance,Dinas Pendidikan,Bumiaji,2024-04-21,3417844895,39167,87.43,84.74,4.34,76270,0.409,84.93,87263.38,84.66,84.66,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.90559358036347,Large Scale,High,Tier 2,751,Mature
PRG-09301,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-01-08,734716150,27375,99.47,82.45,4.63,47195,0.662,71.54,26838.95,87.96,87.96,High Impact,Expanded,Low,Scale up program implementation.,106.68283808368707,Large Scale,High,Tier 1,489,Established
PRG-09302,Education Assistance,Dinas Pendidikan,Junrejo,2024-11-29,6550981113,9274,74.61,81.38,4.14,125796,0.57,79.58,706381.4,79.05,79.05,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,97.136888670435,Medium Scale,High,Tier 3,529,Established
PRG-09303,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-03-25,1494861164,25440,89.09,83.79,5.0,44608,0.863,72.71,58760.27,88.15,88.15,High Impact,Completed,Low,Scale up program implementation.,105.20348490273302,Large Scale,High,Tier 1,413,Established
PRG-09304,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-08-12,2311203723,36940,97.53,86.82,4.0,174205,0.104,74.3,62566.42,82.68,82.68,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,95.23151347615757,Large Scale,Moderate,Tier 1,638,Established
PRG-09305,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-02-16,6738132115,44871,75.38,82.78,4.54,188672,0.506,78.74,150166.75,81.0,81.0,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.84972215510993,Large Scale,High,Tier 3,450,Established
PRG-09306,Public WiFi Expansion,DISKOMINFO,Batu,2025-08-21,6122452518,32416,90.96,86.01,3.08,142109,-0.063,80.09,188871.31,76.31,76.31,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.72224159981397,Large Scale,Moderate,Tier 3,264,Growing
PRG-09307,Digital Literacy Program,DISKOMINFO,Junrejo,2024-02-08,2885308802,12404,94.48,87.98,5.0,192210,0.185,78.39,232611.16,88.15,88.15,High Impact,Completed,Low,Scale up program implementation.,100.19322573312117,Medium Scale,High,Tier 2,824,Mature
PRG-09308,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-06-01,2438544164,21720,59.34,83.48,4.89,144126,0.507,66.08,112271.83,75.51,75.51,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,90.45280306660278,Large Scale,High,Tier 1,345,Growing
PRG-09309,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-10-29,1446915241,12567,90.9,92.47,4.06,113849,0.168,66.5,115136.09,80.6,80.6,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.1634043473559,Medium Scale,High,Tier 1,195,Growing
PRG-09310,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-04-06,8801470171,11979,86.94,76.8,4.0,143723,0.289,68.15,734741.65,77.7,77.7,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,101.171875,Medium Scale,Moderate,Tier 4,766,Mature
PRG-09311,Smart City Initiative,DISKOMINFO,Junrejo,2024-06-25,5149242035,30655,80.77,88.98,3.66,80489,0.617,86.18,167973.97,81.19,81.19,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.24522364576309,Large Scale,Moderate,Tier 2,686,Established
PRG-09312,Digital Literacy Program,DISKOMINFO,Junrejo,2024-03-30,8646068598,34047,69.12,92.86,3.25,78583,0.658,87.18,253945.09,76.62,76.62,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.51130734438941,Large Scale,Moderate,Tier 4,773,Mature
PRG-09313,Healthcare Outreach,Dinas Kesehatan,Batu,2024-09-28,5245031784,16292,81.63,79.87,3.85,55792,0.483,85.69,321939.1,80.26,80.26,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.48829347689995,Medium Scale,Moderate,Tier 3,591,Established
PRG-09314,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-09-24,9705980477,36981,87.0,77.55,4.37,198211,0.288,66.77,262458.57,79.35,79.35,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,102.321083172147,Large Scale,High,Tier 4,595,Established
PRG-09315,Education Assistance,Dinas Pendidikan,Bumiaji,2025-09-02,9029908424,49946,98.97,95.84,4.37,6517,-0.325,95.77,180793.43,88.45,88.45,High Impact,Expanded,Low,Scale up program implementation.,92.28923205342237,Large Scale,High,Tier 4,252,Growing
PRG-09316,Digital Literacy Program,DISKOMINFO,Batu,2025-11-06,4294495190,21138,76.16,82.47,4.44,167917,0.209,85.02,203164.69,80.46,80.46,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.56275009094216,Large Scale,High,Tier 2,187,Growing
PRG-09317,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-04-19,2895324414,49664,79.93,80.34,4.17,199907,0.467,71.32,58298.25,78.47,78.47,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.67239233258651,Large Scale,High,Tier 2,388,Established
PRG-09318,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-06-02,2340700748,33298,87.83,88.49,4.02,140592,0.594,56.59,70295.54,79.01,79.01,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.28692507627981,Large Scale,High,Tier 1,344,Growing
PRG-09319,Smart City Initiative,DISKOMINFO,Bumiaji,2024-07-12,3970223619,35882,79.22,72.03,3.53,85271,0.532,97.56,110646.66,79.4,79.4,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,110.23184784117728,Large Scale,Moderate,Tier 2,669,Established
PRG-09320,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-08-31,5502696894,4937,98.54,92.44,3.57,6504,0.812,85.95,1114583.13,87.54,87.54,High Impact,Expanded,Low,Scale up program implementation.,94.69926438771095,Small Scale,Moderate,Tier 3,254,Growing
PRG-09321,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-11-17,2290554003,33136,86.24,100.0,3.76,31536,0.442,76.89,69125.85,82.25,82.25,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.25,Large Scale,Moderate,Tier 1,176,Early Stage
PRG-09322,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-11-06,3402854689,9296,87.87,98.39,3.37,164290,0.527,92.5,366055.8,84.12,84.12,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.49649354609208,Medium Scale,Moderate,Tier 2,187,Growing
PRG-09323,Digital Literacy Program,DISKOMINFO,Junrejo,2024-09-24,8632721179,31083,64.42,95.52,3.65,44054,0.29,77.29,277731.27,73.81,73.81,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,77.27177554438862,Large Scale,Moderate,Tier 4,595,Established
PRG-09324,Smart City Initiative,DISKOMINFO,Batu,2025-03-21,3479810096,47194,88.65,83.46,4.5,10344,0.271,73.85,73734.16,82.74,82.74,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.137311286844,Large Scale,High,Tier 2,417,Established
PRG-09325,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-07-14,1712962703,5170,66.59,100.0,3.99,46880,0.392,97.37,331327.41,81.35,81.35,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.35,Medium Scale,Moderate,Tier 1,667,Established
PRG-09326,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-12-15,2155226179,44633,72.17,86.11,4.33,181327,0.215,68.09,48287.73,75.91,75.91,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,88.1546858669144,Large Scale,High,Tier 1,513,Established
PRG-09327,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-05-26,879179658,974,74.13,86.38,4.56,108249,0.448,86.92,902648.52,82.63,82.63,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.6587172956703,Small Scale,High,Tier 1,716,Established
PRG-09328,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-05-05,6341521734,17808,81.1,79.02,3.23,190542,0.542,64.59,356105.22,72.96,72.96,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.3310554290053,Medium Scale,Moderate,Tier 3,737,Mature
PRG-09329,Digital UMKM Empowerment,Dinas Koperasi,Batu,2025-08-12,7659767378,6347,69.21,76.67,4.84,66148,0.39,90.23,1206832.74,81.47,81.47,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,106.26059736533193,Medium Scale,High,Tier 4,273,Growing
PRG-09330,Digital Literacy Program,DISKOMINFO,Batu,2025-10-05,6861889627,29500,93.92,97.16,4.45,103944,0.563,80.56,232606.43,88.95,88.95,High Impact,Completed,Low,Scale up program implementation.,91.55002058460272,Large Scale,High,Tier 3,219,Growing
PRG-09331,Smart City Initiative,DISKOMINFO,Junrejo,2025-02-15,9355187061,10097,84.34,84.55,3.69,65500,0.305,80.57,926531.35,79.09,79.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.54228267297458,Medium Scale,Moderate,Tier 4,451,Established
